Institution Name,Country,Year,FA_1,FA_2,FA_3,FA_4,pca_1,pca_2,pca_3,pca_4
PONTIFICIA UNIVERSIDAD CAT?LICA DE VALPARA?SO,Chile,2018,0.457512423489541,0.23915823099446648,0.16661781245071833,0.3353074254790722,0.2176016159584805,0.07221025128506442,0.0768548521930208,0.17898741895633066
RHODES UNIVERSITY ,South Africa,2018,0.41012274725383013,0.38076144562438813,0.18103346636242093,0.5004627132026321,0.24499180305749543,0.31848909889697463,0.11219781229892448,0.41239738526234737
SMITH COLLEGE,United States,2018,0.43663757902773,0.32202143130344874,0.6442306447534474,0.5225558625360353,0.35824685020409575,0.2997850971912527,0.6784630940343781,0.45891732769476257
SOPHIA UNIVERSITY ,Japan,2018,0.47406392178745127,0.2132812737471194,0.5217625696036817,0.48047566252468643,0.3344525973383378,0.12934660636137632,0.5207423492225367,0.4120551593602488
SOUTHERN METHODIST UNIVERSITY,United States,2018,0.4571750104836677,0.3561378249345371,0.4464447725586747,0.5369784728013693,0.36492389875066983,0.33887883168063787,0.44388270980788674,0.5001427270334122
TOKYO UNIVERSITY OF SCIENCE,Japan,2018,0.4251813851436596,0.20438859884775018,0.5358838300566681,0.5480045210344212,0.29552186524014296,0.12934660636137632,0.5207423492225367,0.46237559452390814
UNIVERSIDAD DE LA REP?BLICA (UDELAR),Uruguay,2018,0.4331662858360432,0.24372716383347912,0.3039725452161161,0.29692274738477964,0.1969823148830982,0.07308367907495776,0.23559150657229516,0.10828796034128357
UNIVERSIDAD NACIONAL DE C?RDOBA,Argentina,2018,0.42925764807586597,0.30558357574144623,0.47308014829573675,0.3336597395204754,0.2309688530892969,0.18367038665451207,0.4402402942433886,0.20195131894539703
UNIVERSIT? CA' FOSCARI VENEZIA,Italy,2018,0.42289777028917885,0.2545001797706288,0.1936828000467979,0.5574149442875072,0.25452458686413926,0.17155481751225993,0.10538840632787429,0.467713704547072
UNIVERSIT? DEGLI STUDI DI GENOVA,Italy,2018,0.3477886316873202,0.2272416697207571,0.21986301015376664,0.613669360362927,0.17487208286476255,0.12739894455719028,0.10538840632787429,0.4797283963426107
UNIVERSIT? DEGLI STUDI DI MODENA E REGGIO EMILIA,Italy,2018,0.3608439641434192,0.19565758347438003,0.21902155858997785,0.6463108779877598,0.2035790135839834,0.10411933338297574,0.10538840632787429,0.5151415733656928
UNIVERSIT? DEGLI STUDI DI TRIESTE (UNITS),Italy,2018,0.343310231286036,0.21444739747736322,0.22524458296456673,0.6388863456144351,0.17782495311932453,0.11947453891745,0.10538840632787429,0.5030120047065151
UNIVERSITI UTARA MALAYSIA (UUM),Malaysia,2018,0.3902362506715096,0.5496964848522805,0.39556292093018086,0.4774689104509737,0.2584671742582789,0.5614381948124737,0.35692618806875626,0.45956846006931273
UNIVERSITY OF CENTRAL FLORIDA,United States,2018,0.4410580853723193,0.26565913981944084,0.41198567860029645,0.5868390480942324,0.3233308410058482,0.22440356352591811,0.3742697473751039,0.5428489906908054
UNIVERSITY OF DENVER,United States,2018,0.4915357012219128,0.3235902784767137,0.4795529470848754,0.4840951536113802,0.37746448123644744,0.28965832192017554,0.48736097067745193,0.45876988070183766
UNIVERSITY OF DHAKA,Bangladesh,2018,0.4352910765656385,0.1991387982674142,0.18207715725208093,0.3601338626350738,0.1873061780755868,0.019197622425914884,0.08391077361177023,0.19274413960561282
UNIVERSITY OF KWAZULU-NATAL,South Africa,2018,0.38393521658467716,0.3756552622591307,0.19366672058476653,0.5470960769320192,0.21530418240313767,0.3223635311145106,0.11219781229892448,0.46921475023718484
UNIVERSITY OF PATRAS,Greece,2018,0.37596114931977215,0.1712798951725985,0.14784815423131523,0.6104370247549307,0.19401387140444848,0.04846027170104742,0.02548768157044562,0.47355476121596857
UNIVERSITY OF PLYMOUTH,United Kingdom,2018,0.4638223305632395,0.4181968143548452,0.31105327432241714,0.5710186098346753,0.36556494849634347,0.4348219354498104,0.29206013382595597,0.575680537581769
UNIVERSITY OF SHARJAH,United Arab Emirates,2018,0.3068781998912423,0.9192622837123353,0.32299511329901975,0.358468672384478,0.1746284857109895,1.0,0.2954665706331288,0.32806089722806014
UNIVERSITY OF WYOMING,United States,2018,0.44210677426269757,0.2859064783608612,0.4231428628606272,0.5550003148479946,0.32471603365662327,0.24031928093405333,0.39433771486349845,0.4998228247316198
VICTORIA UNIVERSITY ,Australia,2018,0.4113367637638003,0.6653796739691982,0.1760184450146572,0.6430091211722815,0.36805014096800104,0.7780252035767712,0.14438381014691007,0.685428500863058
ABU DHABI UNIVERSITY,United Arab Emirates,2018,0.3249446511751081,0.9396295012718456,0.3150717947360784,0.26858487175244417,0.17729869640471696,1.0,0.2954665706331288,0.2155442275055135
ALEXANDRIA UNIVERSITY ,Egypt,2018,0.3753323614449834,0.24865740818286783,0.2503246322777032,0.41672610652045766,0.1414308939377322,0.09698745003155053,0.14640819125321056,0.24465359591804897
AL-IMAM MOHAMED IBN SAUD ISLAMIC UNIVERSITY,Saudi Arabia,2018,0.30435387368273265,0.5649859217474149,0.4460364537203532,0.4841757735947788,0.1620638179895819,0.5656068733204943,0.42455119522292384,0.3860216695018848
ALPEN-ADRIA-UNIVERSIT?T KLAGENFURT ,Austria,2018,0.3283207968760346,0.7151320328203422,0.4386653474936238,0.46185668427157284,0.22044307835164462,0.7720226318665906,0.4254907430005927,0.422772328352863
BELARUSIAN NATIONAL TECHNICAL UNIVERSITY,Belarus,2018,0.41050328837186995,0.3276392490000208,0.43482048875265433,0.2507404108007157,0.17818891606522394,0.16917122144963617,0.38321536905965614,0.07755545389811465
BOGOR AGRICULTURAL UNIVERSITY,Indonesia,2018,0.42415281669488136,0.32938186260639457,0.3131240704512262,0.25980415337444485,0.1835301016395672,0.1720874007776463,0.26086956521739124,0.08521478005185265
BRIGHAM YOUNG UNIVERSITY,United States,2018,0.4824266663863857,0.31875710790809525,0.38975016859940026,0.5259229677818759,0.36832201803150927,0.28965832192017554,0.3742697473751039,0.49969829761304035
BUDAPEST UNIVERSITY OF TECHNOLOGY AND ECONOMICS,Hungary,2018,0.3753538239259227,0.32355341563653345,0.3449573569919133,0.39463910504911776,0.16711906937219098,0.20529800115720814,0.26419836956521736,0.24431625783371644
EDITH COWAN UNIVERSITY (ECU),Australia,2018,0.3915674227223428,0.6176310249575947,0.19405237973899256,0.6461350904874165,0.3369149220324593,0.7067036181514154,0.14438381014691007,0.6617933246698299
GEORGIA STATE UNIVERSITY,United States,2018,0.424959553023787,0.3063528883975102,0.40775830228982146,0.617411394284508,0.32096449971970437,0.28965832192017554,0.3742697473751039,0.5821730658351493
GUNMA UNIVERSITY,Japan,2018,0.41964520249351056,0.2358555387010155,0.48905516159004714,0.5033711097946426,0.26851827653864113,0.14893695178030245,0.46208291203235585,0.4062591123232695
HACETTEPE UNIVERSITY ,Turkey,2018,0.3723986813165021,0.23803216540160008,0.21887082065629693,0.48803627076304695,0.1521018862060738,0.10230041166107798,0.10886781624900935,0.34425370154079815
KANSAS STATE UNIVERSITY ,United States,2018,0.4029633228172897,0.29727923785162924,0.4103520152332726,0.6688932198512823,0.3163363377306727,0.28965832192017554,0.3742697473751039,0.6244631191693018
KASETSART UNIVERSITY,Thailand,2018,0.4106356390888582,0.19663696590370003,0.2872270144646839,0.4396465429892261,0.19242692891236762,0.047608500220962996,0.19753825412874954,0.2894001014551949
KING FAISAL UNIVERSITY,Saudi Arabia,2018,0.3003696805776891,0.5977961276939885,0.44099728875324445,0.4895652924277254,0.1643675177072055,0.6133540255449,0.42455119522292384,0.3990211945350387
LOYOLA UNIVERSITY CHICAGO,United States,2018,0.46223269529798694,0.3068810346472469,0.3318744360217436,0.5968391137595194,0.36900468432174904,0.28965832192017554,0.3033367037411526,0.5596164029959897
NAGOYA INSTITUTE OF TECHNOLOGY (NIT),Japan,2018,0.4146325972493932,0.1909621317458261,0.5311130870412534,0.6122330834579758,0.3147553041259441,0.12934660636137632,0.5207423492225367,0.5231761025362458
NORTHUMBRIA UNIVERSITY AT NEWCASTLE,United Kingdom,2018,0.37551775226394235,0.427913703322201,0.3428247864016559,0.6130088871944644,0.2783003735239778,0.4371943843251384,0.29206013382595597,0.5579080524428456
PARIS LODRON UNIVERSIT?T SALZBURG,Austria,2018,0.35254356599768494,0.799112555270519,0.4293407262829788,0.4882819962310882,0.26887739756842616,0.9032269308351069,0.4254907430005927,0.5193532859084857
UNIVERSIDAD AUT?NOMA METROPOLITANA (UAM),Mexico,2018,0.4090531338403075,0.23397158846371288,0.3617241911153323,0.3559105975894913,0.18355916386718735,0.07538539504728275,0.29159993887210667,0.18102981502084087
UNIVERSIDAD DE LA SABANA,Colombia,2018,0.49391342959345474,0.2201577746020373,0.24472317908555472,0.2561638866830699,0.24828903142198008,0.03571516761401867,0.18256054696904034,0.09620846007762647
UNIVERSIDAD DIEGO PORTALES,Chile,2018,0.4673943481754251,0.249629755789695,0.16196766430667514,0.33762554308596693,0.2331933897281167,0.09158993015220451,0.0768548521930208,0.1921246243659199
UNIVERSIDAD SIM?N BOL?VAR VENEZUELA,Venezuela,2018,0.42988786670117907,0.22144643040883194,0.21145872504743835,0.27410518077655016,0.1642113397935554,0.01892656370807407,0.1148790542117134,0.06727817600818341
UNIVERSIDADE FEDERAL DE SANTA CATARINA,Brazil,2018,0.35265290603660154,0.178527934340634,0.33522655379530125,0.49409498361044923,0.13578514198893082,0.02538060262287456,0.2325581395348837,0.3178030965061224
UNIVERSIT? DEGLI STUDI DI FERRARA,Italy,2018,0.3247578092300728,0.17810290004860205,0.22119221284172413,0.7405674837758746,0.20303635592825475,0.10411933338297574,0.10538840632787429,0.5921004174900684
UNIVERSIT? DEGLI STUDI DI PERUGIA,Italy,2018,0.34434178917573427,0.1875279394915488,0.2205017219170729,0.6926256127389828,0.20228135397245836,0.10411933338297574,0.10538840632787429,0.5575604118627318
UNIVERSIT? DEGLI STUDI ROMA TRE,Italy,2018,0.34079759548247157,0.22582884961926875,0.22613507721240303,0.5715057250657124,0.14123197412006971,0.10411933338297574,0.10538840632787429,0.4269145458804635
UNIVERSIT? DE LORRAINE ,France,2018,0.41285703115241584,0.3863685845966262,0.3941713241008317,0.5660521460827185,0.3015803465878711,0.37318874541291536,0.3588394756110317,0.5267072789142064
UNIVERSIT? DE NANTES,France,2018,0.41066927912413165,0.24825279902432668,0.40545883590140974,0.6441280163913392,0.29858770758558323,0.21151262148583877,0.3588394756110317,0.5909467349644343
UNIVERSIT? LUMI?RE LYON 2,France,2018,0.42272367332866706,0.28355907781770745,0.39655057474658245,0.5817070636313735,0.30392710501078624,0.2410705816947518,0.3588394756110317,0.5169696061589534
"UNIVERSIT? TOULOUSE 1, CAPITOLE",France,2018,0.39475343371680655,0.5187083087944896,0.3900914739629271,0.5388753993292965,0.29310167462427805,0.5422565311937377,0.3588394756110317,0.5182935673147349
UNIVERSITI TEKNOLOGI MARA (UITM),Malaysia,2018,0.35796002266315746,0.42577134754643314,0.4521192989377415,0.5357575374855708,0.21346232691696357,0.40104872702080124,0.4098770688095365,0.48398842573310075
UNIVERSITY OF BRESCIA,Italy,2018,0.2973813995280357,0.20509714841936888,0.23144500533981546,0.7411667267928481,0.16972283838118482,0.13532335019693048,0.10538840632787429,0.5853072357180554
UNIVERSITY OF CALCUTTA,India,2018,0.3807640966097978,0.18048828967387562,0.2904900997050917,0.5240482747479935,0.18914807086349528,0.04527204852360368,0.20115514198620243,0.36928515635989745
UNIVERSITY OF HERTFORDSHIRE,United Kingdom,2018,0.41166517311713435,0.6203412156259347,0.3166511713369461,0.561355971713736,0.33519935967949166,0.6932927667192846,0.29206013382595597,0.5900056075966509
UNIVERSITY OF HUDDERSFIELD,United Kingdom,2018,0.3953674602009944,0.5636894709293409,0.3279714265976741,0.5834641668554462,0.31369414091290854,0.6182792454663093,0.29206013382595597,0.5858356015354527
UNIVERSITY OF NEW HAMPSHIRE,United States,2018,0.4488014673782953,0.3184536490305024,0.30451397045327516,0.580027053059441,0.33175159016314487,0.28965832192017554,0.2588473205257836,0.5412977281995962
UNIVERSITY OF P?CS,Hungary,2018,0.34620409924992174,0.40143072671212965,0.4040540779809362,0.37766148015597056,0.14097987977214996,0.2979125498153879,0.326592517694641,0.23407886917645032
UNIVERSITY OF SALFORD,United Kingdom,2018,0.43982926379739967,0.47750499232689764,0.3266189797422318,0.5631546169676457,0.34878090111182347,0.5022971820384967,0.29206013382595597,0.5700110869577901
UNIVERSITY OF SOUTHERN QUEENSLAND ,Australia,2018,0.40412700396625834,0.6667787858695957,0.1783608756377821,0.6436363612162871,0.3591865359760076,0.7780252035767712,0.14438381014691007,0.6812118097537114
UNIVERSITY OF TULSA,United States,2018,0.42767839316278605,0.5068102257911788,0.40873648537850954,0.5270869294933653,0.34320909874952155,0.5317060355809836,0.39029322548028306,0.5177929312651345
YAMAGUCHI UNIVERSITY ,Japan,2018,0.4319032946495064,0.22086402011754178,0.535644896503348,0.4887481709020941,0.2827104258027233,0.12934660636137632,0.5207423492225367,0.39545156918465146
YEUNGNAM UNIVERSITY ,South Korea,2018,0.38563456908584715,0.21712457010656488,0.6005175228214426,0.5734719776332357,0.25924831091244527,0.1459324759024504,0.5851557211976368,0.4814103939943876
YOKOHAMA NATIONAL UNIVERSITY,Japan,2018,0.4358771371677693,0.23076786065971971,0.3790163290815346,0.4920908773176362,0.26677610952564096,0.12934660636137632,0.32962588473205257,0.3989768942827214
ADAM MICKIEWICZ UNIVERSITY,Poland,2018,0.36093889807955687,0.20062147720609258,0.32535773149832964,0.4629141334536218,0.14003373108298117,0.04920787525190831,0.22649140546006064,0.288845354584733
AGH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Poland,2018,0.34355186852914865,0.19020363014808833,0.4254104364537685,0.477997718407128,0.1386983213736663,0.04920787525190831,0.3427704752275025,0.2932704331643951
AL AZHAR UNIVERSITY ,Egypt,2018,0.40374990700887636,0.25022236859532576,0.24053575306552488,0.387621234999737,0.1709735460100342,0.09698745003155053,0.14640819125321056,0.2232019075878809
"ALIGARH MUSLIM UNIVERSITY (AMU), ALIGARH",India,2018,0.3542827402611658,0.162828294471055,0.3897810505867935,0.588456859114391,0.1983845760402191,0.04527204852360368,0.32052578361981793,0.4259282048498854
ANKARA ?NIVERSITESI,Turkey,2018,0.3723986813165021,0.23803216540160008,0.21887082065629693,0.48803627076304695,0.1521018862060738,0.10230041166107798,0.10886781624900935,0.34425370154079815
AOYAMA GAKUIN UNIVERSITY,Japan,2018,0.45674903866639394,0.218552585107896,0.527499003432288,0.4792590234021927,0.31101356162063964,0.12934660636137632,0.5207423492225367,0.40083169634492394
ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS,Greece,2018,0.45555604456838916,0.20611401110775573,0.12735524353865377,0.414855460421974,0.23139664523216644,0.04846027170104742,0.02548768157044562,0.2794235149527339
AUBURN UNIVERSITY,United States,2018,0.4481194281818548,0.25508388656040126,0.4035125627535037,0.5826993648777946,0.3303142551897976,0.21525810370069018,0.3742697473751039,0.531348956649343
AUSTRALIAN CATHOLIC UNIVERSITY,Australia,2018,0.41837848051884574,0.3334084416296257,0.20958231309116004,0.6831139938541232,0.3351272189640003,0.33234551225220005,0.14438381014691007,0.6388477604515089
BAKU STATE UNIVERSITY,Azerbaijan,2018,0.3818196137980941,0.27899774360963964,0.43184962645893965,0.26776885164281977,0.1397589812045811,0.10102735451676763,0.3771486349848331,0.05181612525222774
BANARAS HINDU UNIVERSITY,India,2018,0.38801697089488557,0.18366265839759538,0.2903005356459994,0.5010155514889504,0.18920186475284576,0.04527204852360368,0.20115514198620243,0.34605469767440034
BAYLOR UNIVERSITY,United States,2018,0.49476176951257544,0.32691992833964284,0.3877955479519967,0.48337004806696204,0.368997134302191,0.28965832192017554,0.3742697473751039,0.45507877488426307
BENEM?RITA UNIVERSIDAD AUT?NOMA DE PUEBLA,Mexico,2018,0.4405521926859538,0.2443125921229126,0.34742389797769935,0.29614066928855043,0.20687933276310227,0.07538539504728275,0.29159993887210667,0.1251784447045773
BINGHAMTON UNIVERSITY SUNY,United States,2018,0.4393916445150359,0.3000474625576196,0.4123474662571499,0.5577647198388082,0.3155665896429273,0.2576149622368066,0.3742697473751039,0.5160879972606113
BIRLA INSTITUTE OF TECHNOLOGY AND SCIENCE,India,2018,0.3728359590529769,0.18268491802801268,0.2857200909260311,0.5312740387616102,0.19457464742078165,0.04527204852360368,0.20115514198620243,0.3581088151105689
CENTRAL SOUTH UNIVERSITY,China,2018,0.41139464786222363,0.25245104035580956,0.409567653629454,0.6479752357182496,0.31838799066692697,0.22973394464813204,0.3743972155246169,0.5753612445329461
CHARLES STURT UNIVERSITY ,Australia,2018,0.4113367637638003,0.6653796739691982,0.1760184450146572,0.6430091211722815,0.36805014096800104,0.7780252035767712,0.14438381014691007,0.685428500863058
CHONGQING UNIVERSITY,China,2018,0.45104672872289825,0.2539558699503542,0.3994994740049129,0.6180121412850308,0.35217338443636964,0.22973394464813204,0.3743972155246169,0.5741505750962171
CHUNGNAM NATIONAL UNIVERSITY,South Korea,2018,0.39572703552470656,0.22547547650281619,0.4082257606485542,0.5797046952717924,0.24953521075112503,0.1459324759024504,0.3528816986855409,0.4879006941265677
CORVINUS UNIVERSITY OF BUDAPEST,Hungary,2018,0.4198597625151756,0.3378973404786342,0.3293946312011495,0.3184009074416667,0.19852227771972167,0.2033479758478211,0.26419836956521736,0.1814208263027867
CUKUROVA UNIVERSITY,Turkey,2018,0.3717223182153096,0.24752814363320616,0.2186042982000855,0.45713309390264145,0.14347079822265418,0.10230041166107798,0.10886781624900935,0.30226793505814087
DIPONEGORO UNIVERSITY,Indonesia,2018,0.4415499215507211,0.29567006600307255,0.3214131359512842,0.28844184550581164,0.21350022302621555,0.1454321536482664,0.27085945399393324,0.12562514414939724
DONETSK NATIONAL UNIVERSITY,Ukraine,2018,0.35645184852096284,0.2822405575337601,0.5183791869221362,0.2810283805380026,0.11267795788473399,0.10168290405943839,0.4656813180277166,0.07587202860386648
DOSHISHA UNIVERSITY,Japan,2018,0.46932900930645854,0.23931343945646322,0.5177961751990247,0.49683813517145176,0.33810114428972365,0.17208708619213556,0.5207423492225367,0.43812229222702176
EDINBURGH NAPIER UNIVERSITY,United Kingdom,2018,0.4114784892557172,0.6315859822754226,0.32542612986694014,0.48855769853840886,0.31719445053863776,0.6792002975909095,0.29206013382595597,0.4920630875196072
FENG CHIA UNIVERSITY,Taiwan,2018,0.3675079355925734,0.22381135396159493,0.3910156046442241,0.5818213625144102,0.2108414836784849,0.13578346451364384,0.3207210348314215,0.46440580621434696
FORDHAM UNIVERSITY,United States,2018,0.45263875572807016,0.3455653055244586,0.29626743088183705,0.5881763111949156,0.35409622695210496,0.3325532064213293,0.2588473205257836,0.5523829168976803
FU JEN CATHOLIC UNIVERSITY,Taiwan,2018,0.38402376938344895,0.2442131232521373,0.38511364355858274,0.5324341035431087,0.21653797343496844,0.1447457408806003,0.3207210348314215,0.4184514197911263
GAZI ?NIVERSITESI,Turkey,2018,0.3687477810815285,0.23379264245508652,0.22033187663441184,0.5050205513112556,0.15168663513038577,0.10230041166107798,0.10886781624900935,0.36472507045721875
GEORGE MASON UNIVERSITY,United States,2018,0.4104872371491263,0.2663797744330835,0.41628246941257796,0.5810566343867333,0.2805977303077738,0.21737127853795424,0.3742697473751039,0.5070825962581545
ISTANBUL UNIVERSITY,Turkey,2018,0.3958840086840761,0.22706933965444692,0.2137571652796889,0.5041541909294843,0.18806448753048738,0.10230041166107798,0.10886781624900935,0.37767412413241935
KAZAKH ABLAI KHAN UNIVERSITY OF INTERNATIONAL RELATIONS AND WORLD LANGUAGES,Kazakhstan,2018,0.38838379302539167,0.33643311683831684,0.5100475511036459,0.2501147360240515,0.16001921593589138,0.18158155973463672,0.48129423660262893,0.06296425314035117
KHON KAEN UNIVERSITY,Thailand,2018,0.4085266948343873,0.18474495671658894,0.29100345406948586,0.48260462754036215,0.20049704405423785,0.047608500220962996,0.19753825412874954,0.34563243864496784
KING MONGKUT'S UNIVERSITY OF TECHNOLOGY THONBURI ,Thailand,2018,0.41746807997859486,0.19300999253096204,0.28758105608863105,0.44879626359162833,0.20315559469108585,0.047608500220962996,0.19753825412874954,0.30651637750330424
KYUSHU INSTITUTE OF TECHNOLOGY ,Japan,2018,0.44433028788779705,0.21031664120106372,0.5318452978482852,0.5114074347508928,0.305256435769581,0.12934660636137632,0.5207423492225367,0.4323597074703693
MANCHESTER METROPOLITAN UNIVERSITY,United Kingdom,2018,0.4278486708610288,0.38096848036049047,0.3279413339594289,0.5958388777651535,0.32844681093733785,0.3797274608506492,0.29206013382595597,0.5652178443085587
MARQUETTE UNIVERSITY,United States,2018,0.4648612893167788,0.3181676741032514,0.3331787454848358,0.5623659611725639,0.3617623280607725,0.28965832192017554,0.30637007077856415,0.5190435124692078
MEIJI UNIVERSITY,Japan,2018,0.43808768541357807,0.20255443150859712,0.5346668242834892,0.5472218899407378,0.3041824454874606,0.12934660636137632,0.5207423492225367,0.48007744108295464
MIAMI UNIVERSITY,United States,2018,0.417591706498722,0.29624533369409833,0.4051139582787448,0.6270951869016974,0.3233654059391368,0.276011880272032,0.3742697473751039,0.5732171081828756
NEW JERSEY INSTITUTE OF TECHNOLOGY (NJIT),United States,2018,0.4322198013558266,0.4519075145937523,0.40825656521821463,0.5103200749678052,0.3140905608193454,0.44575303372533,0.3742697473751039,0.502092560544027
NICOLAUS COPERNICUS UNIVERSITY ,Poland,2018,0.3423215078827202,0.19545385849784197,0.43885834024902814,0.46894645325109074,0.13233648614363727,0.04920787525190831,0.3584375896050586,0.28811042751971966
NORTH-WEST UNIVERSITY,South Africa,2018,0.384000578527592,0.3665245732853924,0.19061156082513833,0.5680819926231295,0.22872056715763903,0.31848909889697463,0.11219781229892448,0.485977293073234
NOTTINGHAM TRENT UNIVERSITY,United Kingdom,2018,0.4382065870865928,0.3610476208397006,0.3211060771231223,0.6035798289828306,0.34308559407667566,0.35994641192404353,0.29206013382595597,0.5701113045251754
NOVOSIBIRSK STATE TECHNICAL UNIVERSITY,Russia,2018,0.33617497474721614,0.3829628805057579,0.6620418353566646,0.3288383965573781,0.1446133819032202,0.27338219154180093,0.6407401569354151,0.1657777140931252
OCHANOMIZU UNIVERSITY,Japan,2018,0.45100343074110255,0.2193378689745163,0.5290547612125479,0.4752340030350192,0.30509977286375334,0.12934660636137632,0.5207423492225367,0.38739425473130934
OHIO UNIVERSITY,United States,2018,0.4174106103483624,0.30692449409191214,0.4049030015116496,0.6246168885807865,0.32401942638334535,0.28965832192017554,0.3742697473751039,0.5738012043973691
OKLAHOMA STATE UNIVERSITY ,United States,2018,0.4029633228172897,0.29727923785162924,0.4103520152332726,0.6688932198512823,0.3163363377306727,0.28965832192017554,0.3742697473751039,0.6244631191693018
PANJAB UNIVERSITY,India,2018,0.3596866131250978,0.16496508302396498,0.2908324948359486,0.5958057159528711,0.1958590944980802,0.04527204852360368,0.20115514198620243,0.432975948437468
PLEKHANOV RUSSIAN UNIVERSITY OF ECONOMICS,Russia,2018,0.3981297666986113,0.2866543892079146,0.4471741527299059,0.3104152806189377,0.17586634449602606,0.13391265228237273,0.3993933265925177,0.1367221501714115
PONTIFICIA UNIVERSIDADE CAT?LICA DO RIO GRANDE DO SUL,Brazil,2018,0.3697815672628479,0.18643855974596935,0.31062972564358565,0.4558312386475833,0.14715706951954138,0.02538060262287456,0.20828810796310435,0.2737423155406474
PRINCE OF SONGKLA UNIVERSITY,Thailand,2018,0.3882212376014542,0.20829487190742782,0.29136883122562146,0.4192141443474733,0.15758986459609725,0.047608500220962996,0.19753825412874954,0.24932586752110747
RITSUMEIKAN UNIVERSITY,Japan,2018,0.41471403534805673,0.27928687335022184,0.5295953053496876,0.5307004251836807,0.2852100659547625,0.22465718308567323,0.5207423492225367,0.4535340837165242
RYERSON UNIVERSITY,Canada,2018,0.40384469399111933,0.5767640220812434,0.2682278149090701,0.5824905387971069,0.314873819339853,0.6349527989317872,0.2322362501275498,0.5900080611384272
SAITAMA UNIVERSITY,Japan,2018,0.43726526613466554,0.23207792508082828,0.3261365591449154,0.5027123119513216,0.26758490537078783,0.13109205650451444,0.2669362992922143,0.4089500494312672
SAMARA NATIONAL RESEARCH UNIVERSITY (SAMARA UNIVERSITY),Russia,2018,0.33454636354641343,0.3627990381544303,0.6295174396002751,0.3261581872952086,0.13460205596936028,0.2413772346196257,0.5995955510616785,0.14915580365665818
SAN DIEGO STATE UNIVERSITY,United States,2018,0.4390397502086434,0.31272005805745173,0.4026407931393864,0.5857032967416347,0.33086080582436084,0.28965832192017554,0.3742697473751039,0.5490479630563726
SEPULUH NOPEMBER INSTITUTE OF TECHNOLOGY,Indonesia,2018,0.444473508804913,0.3128675189363625,0.3183147784123182,0.2571904902090017,0.21103797289787465,0.15761856677025063,0.27085945399393324,0.08746578918369362
SHAHID BEHESHTI UNIVERSITY TEHRAN,Iran,2018,0.34087275443214843,0.17899655415468907,0.19871184114528104,0.5175893282097817,0.12148972302096121,0.021162459334193435,0.07223907426131894,0.32098853017176826
SHINSHU UNIVERSITY ,Japan,2018,0.421744369754463,0.21875925155544193,0.5393052669174371,0.5056434841437963,0.27322099497080765,0.12934660636137632,0.5207423492225367,0.4128228871183568
SOUTHERN CROSS UNIVERSITY ,Australia,2018,0.39280951023777433,0.6872438915424216,0.18027732960144263,0.5703243198592107,0.3322232926915185,0.7780252035767712,0.14438381014691007,0.5648962717001589
SUMY STATE UNIVERSITY,Ukraine,2018,0.3466732453947167,0.34054898602795125,0.5296550859867363,0.27913608293304243,0.10940596815880158,0.17895565804312688,0.4772497472194135,0.09026707498224529
THE ROBERT GORDON UNIVERSITY,United Kingdom,2018,0.41336211326785954,0.5688741811286595,0.3198379947164274,0.5052519798805735,0.3168395996194132,0.6026367331993251,0.29206013382595597,0.4853901224079906
TOKAI UNIVERSITY,Japan,2018,0.44821168936502054,0.2135593159645644,0.5307427471507167,0.5041219675225803,0.30572382916784135,0.12934660636137632,0.5207423492225367,0.4297579812095486
UNIVERSIDAD AUSTRAL DE CHILE,Chile,2018,0.4681082201547643,0.251860694639284,0.16109823008726798,0.33727729403756906,0.23582030949024774,0.09593058035442321,0.0768548521930208,0.1906369174601907
UNIVERSIDAD AUT?NOMA DE NUEVO LE?N (UANL),Mexico,2018,0.4297558411789982,0.24712046105163465,0.3503979248766661,0.29573884346334256,0.19267659909979082,0.07538539504728275,0.29159993887210667,0.11814148708320366
UNIVERSIDAD AUT?NOMA DEL ESTADO DE M?XICO,Mexico,2018,0.44358957854806663,0.24225438714640538,0.3470364655149596,0.29860696200093273,0.2123752107385606,0.07538539504728275,0.29159993887210667,0.12869482066321195
UNIVERSIDAD DE GUADALAJARA (UDG),Mexico,2018,0.4405731516624157,0.2442804486903924,0.3382135478234298,0.29747278793812004,0.20644273001914965,0.07538539504728275,0.28008088978766427,0.12584603152386373
UNIVERSIDAD DE LAS AM?RICAS PUEBLA (UDLAP),Mexico,2018,0.45150854054184997,0.37311014544183657,0.332486598916374,0.23877846078590415,0.23243596665488953,0.24194433260172515,0.30637007077856415,0.07889743355972287
UNIVERSIDAD DE LOS ANDES M?RIDA,Venezuela,2018,0.48524746308915784,0.214920927367186,0.19236939784308016,0.24764305379433138,0.22812880033087157,0.01892656370807407,0.1148790542117134,0.06872892089659959
UNIVERSIDAD DE MURCIA,Spain,2018,0.44400354344621523,0.27185760906161804,0.34955416680285883,0.5513379647199852,0.3009043967960731,0.2132937612287449,0.29792444158470444,0.501172518398175
UNIVERSIDAD DE TALCA,Chile,2018,0.45511157090260873,0.2721627198210432,0.16183463223031128,0.35145123214926594,0.22485673733963984,0.12486824836921459,0.0768548521930208,0.20900086288105896
