Institution Name,Country,Year,FA_1,FA_2,FA_3,FA_4,pca_1,pca_2,pca_3,pca_4
KAIST - KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,South Korea,2018,0.6887682581909164,0.11309696666218401,0.583314755115621,0.6273422877881365,0.772717673645419,0.1637794003645201,0.6976744186046511,0.6205131012435997
THE UNIVERSITY OF MELBOURNE,Australia,2018,0.8155963442541561,0.6896041223066176,0.1429492332156102,0.6135745681778013,0.9552742855182779,0.972853512125653,0.2537917087967644,0.8998551809676737
"ECOLE NORMALE SUP?RIEURE, PARIS (ENS PARIS)",France,2018,0.5990837831798383,0.5662926165177022,0.4795771145764742,0.6493469577336596,0.7181752163639116,0.7637872009637193,0.5995955510616785,0.7370908102613236
UNIVERSITY OF BRISTOL,United Kingdom,2018,0.716417121233928,0.600079713191551,0.6192875176503042,0.5625798049431601,0.8298644239935038,0.8317572779657728,0.7896865520728009,0.7827033146599893
THE UNIVERSITY OF NEW SOUTH WALES (UNSW),Australia,2018,0.7897604760291066,0.7106599202530595,0.11373978957116088,0.608699862528142,0.9206538545665891,0.9883775383950476,0.21536905965621833,0.8752533121122413
THE CHINESE UNIVERSITY OF HONG KONG (CUHK),Hong Kong,2018,0.7209604628990738,0.671624784785803,0.5085771228408859,0.541985611494487,0.8301376326263261,0.9192630609594553,0.6562184024266937,0.7628756045506723
CARNEGIE MELLON UNIVERSITY,United States,2018,0.6556539967658592,0.5898456290786572,0.3406695733590701,0.6768866977511182,0.7868991468166129,0.8181749859737275,0.42568250758341764,0.8304168020653631
THE UNIVERSITY OF QUEENSLAND (UQ),Australia,2018,0.6972767101370021,0.667857159006727,0.21354548580518834,0.6806463644476805,0.8284308365537076,0.932906698916866,0.3003033367037411,0.8900010783740067
CITY UNIVERSITY OF HONG KONG,Hong Kong,2018,0.4831662702553498,0.7373585881970035,0.702603477122965,0.6741203845810042,0.6194520483840014,0.9867926572670996,0.8341759352881698,0.7710737888741859
THE UNIVERSITY OF SYDNEY,Australia,2018,0.812968523120266,0.7131321541235844,0.10330710972612102,0.5805618203398447,0.9360434683129102,0.9899624195229956,0.20525783619817994,0.8588727196871427
UNIVERSITY OF BRITISH COLUMBIA,Canada,2018,0.8068310813343491,0.5742294800633475,0.252356577932675,0.5924877034149322,0.9219123164535242,0.8121393191225266,0.37209302325581395,0.8369538199269888
NEW YORK UNIVERSITY (NYU),United States,2018,0.8713527929422398,0.36506219816654606,0.7685898464186912,0.39172473099570954,0.943969408941746,0.5036395310079765,0.9544994944388271,0.6171932283738941
BROWN UNIVERSITY,United States,2018,0.5443580603189695,0.5039228981857818,0.6717694938727404,0.7082437657021778,0.6732263863537338,0.6979428552086263,0.8008088978766431,0.7759103369807091
DELFT UNIVERSITY OF TECHNOLOGY,Netherlands,2018,0.6528403052995743,0.66935825288754,0.26648051687989527,0.6981452487980156,0.7756321059392329,0.9223422198871788,0.35995955510616784,0.899262227663464
UNIVERSITY OF WISCONSIN-MADISON,United States,2018,0.6777114561653774,0.2706407585615056,0.70642489874661,0.6482064409822522,0.7766788611078929,0.4092352363472605,0.8382204246713852,0.7324825200851222
TOKYO INSTITUTE OF TECHNOLOGY,Japan,2018,0.6848966085628304,0.1874332970305815,0.7598163755565966,0.5434743053532278,0.7391567778495287,0.2461235225758978,0.8998988877654197,0.5836927262440096
THE UNIVERSITY OF WARWICK,United Kingdom,2018,0.7330892272224313,0.7333134944006696,0.3738748880194198,0.5207725815672204,0.8262530775777887,0.9850711735685761,0.506572295247725,0.7703488978304823
UNIVERSITY OF AMSTERDAM,Netherlands,2018,0.6179103884217432,0.3875039304274859,0.3774437241414055,0.7472952076757365,0.7236928400955946,0.5585681047472699,0.44590495449949447,0.8215681894049357
ECOLE POLYTECHNIQUE,France,2018,0.6489995033722696,0.7129583639376609,0.7881329975966289,0.4724564308162775,0.7327504610682845,0.9340343779340518,0.9929221435793733,0.6861487388465776
MONASH UNIVERSITY,Australia,2018,0.7904233458863696,0.7277248456782409,0.03028045906167432,0.5673196254696818,0.889622303832616,0.9878492446857318,0.1092012133468149,0.828393178952327
UNIVERSITY OF WASHINGTON,United States,2018,0.6114679224154381,0.3211034435255217,0.24526646469213154,0.8054877162348151,0.7201531993289935,0.4734319803156494,0.27199191102123355,0.8484024977642595
SHANGHAI JIAO TONG UNIVERSITY,China,2018,0.7415559852886319,0.2625051692735657,0.26996733828879477,0.691790541628951,0.8265878253186981,0.39395095192306806,0.35995955510616784,0.8046014646389913
OSAKA UNIVERSITY,Japan,2018,0.6735593086516699,0.13585922745903883,0.6230968159594009,0.6476480436986892,0.7225129374433479,0.1929526452178575,0.7158746208291205,0.701412873873809
TECHNISCHE UNIVERSIT?T M?NCHEN,Germany,2018,0.7859874881204636,0.3546989535621491,0.6932440854321326,0.4590481700783588,0.8359741585767964,0.48170347300836025,0.8624873609706776,0.6339439337007897
UNIVERSITY OF GLASGOW,United Kingdom,2018,0.5921420484240085,0.6995742858831813,0.50468409239103,0.6204010950971912,0.681716779066924,0.9362200395265025,0.60262891809909,0.7927010514935859
LUDWIG-MAXIMILIANS-UNIVERSIT?T M?NCHEN,Germany,2018,0.7919042964233556,0.319291707092938,0.2945814916956024,0.5995289103621495,0.8603681214169382,0.4576305634352047,0.38220424671385234,0.7546197981654715
UNIVERSITY OF TEXAS AT AUSTIN,United States,2018,0.7764906854816377,0.05790637093381565,0.10909178028009216,0.7691130340443835,0.8551379122946137,0.13020976043337298,0.1253791708796764,0.8470584286280883
RUPRECHT-KARLS-UNIVERSIT?T HEIDELBERG,Germany,2018,0.6829695028331421,0.39158111586726513,0.646832736616339,0.5466770743787605,0.7327620930600443,0.5245886571043963,0.7633973710819009,0.6760700630398138
UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,United States,2018,0.671797242338793,0.3208547023458968,0.1364809749635438,0.7752571230196262,0.7651344778672672,0.4639450160540886,0.1324570273003033,0.8688430282723278
GEORGIA INSTITUTE OF TECHNOLOGY (GEORGIA TECH),United States,2018,0.6551266830202146,0.31499408841390275,0.27762626435162446,0.6985065887487016,0.7322308811328853,0.42674004081648526,0.3094034378159757,0.7704821243831527
KATHOLIEKE UNIVERSITEIT LEUVEN ,Belgium,2018,0.6654402331396774,0.44075016066562794,0.06487612844724783,0.7426147555845019,0.7532902011213832,0.6181677147886421,0.09403437815975725,0.8504117545835236
POHANG UNIVERSITY OF SCIENCE AND TECHNOLOGY (POSTECH),South Korea,2018,0.4250549641130662,0.19369585990626723,0.8830902990043648,0.7089354792911607,0.4750451270980129,0.2266588877195801,0.9949443882709806,0.6130095854528231
UNIVERSITY OF COPENHAGEN,Denmark,2018,0.6388811974255637,0.38889906174405475,0.83506951250332,0.5639619735492757,0.7086266921413635,0.5388776591488369,0.998988877654196,0.6597058095866666
UNIVERSITY OF ZURICH,Switzerland,2018,0.6294369595050188,0.5919902994028493,0.7995746582337712,0.5160386085934098,0.6948431249716343,0.7844561665990656,0.9807886754297268,0.6850292978837309
UNIVERSIDAD DE BUENOS AIRES,Argentina,2018,0.8947559525004584,0.4783534696878994,0.5754012950213016,0.24318645175466203,0.9151018949147309,0.6049812994052363,0.7482305358948432,0.4487356833491165
NATIONAL TAIWAN UNIVERSITY (NTU),Taiwan,2018,0.7512112953751032,0.09991707724177414,0.28395325144158395,0.7094301620886293,0.8100125300582285,0.16817302559230649,0.3255813953488372,0.7938357068039961
TOHOKU UNIVERSITY,Japan,2018,0.6392785942651007,0.10515371015391332,0.856213433209372,0.6376689620729789,0.6845896884077941,0.1540010939255797,0.9807886754297268,0.6854109785093011
DURHAM UNIVERSITY,United Kingdom,2018,0.6573224759741261,0.6807095613667287,0.272583673145687,0.6419810312169434,0.7411442319827614,0.9104688551839604,0.36804853387259856,0.8628760400845723
LUND UNIVERSITY,Sweden,2018,0.6115683732424061,0.6044418119501528,0.44550405201647697,0.6217511658066522,0.6784997150610959,0.8051585955303607,0.5318503538928211,0.7767975044984873
"UNIVERSITY OF NORTH CAROLINA, CHAPEL HILL",United States,2018,0.5688696006752926,0.13437552261243885,0.77422392124261,0.7287759338021734,0.6289576125516833,0.201355159854612,0.8675429726996967,0.7392586176101009
BOSTON UNIVERSITY,United States,2018,0.6567392293630161,0.4301630708337651,0.5672446336492409,0.5642830913959239,0.7049994953019418,0.5529729595169633,0.660262891809909,0.6976433393284837
THE UNIVERSITY OF AUCKLAND,New Zealand,2018,0.7122401042295701,0.6631016522073536,0.13701848089397603,0.5549900004925672,0.7684843311479168,0.8751247565287219,0.18503538928210309,0.748880814355367
THE UNIVERSITY OF SHEFFIELD,United Kingdom,2018,0.5578416195625772,0.691575173760352,0.5463938207865312,0.6030890277658891,0.6206663393343477,0.9039983087281246,0.6390293225480284,0.7627097511707244
THE UNIVERSITY OF NOTTINGHAM,United Kingdom,2018,0.6400986607190433,0.6702232003951739,0.47733355835367,0.5574356725763229,0.6962501362588809,0.878039430216453,0.5904954499494438,0.7601018651802429
UNIVERSITY OF BIRMINGHAM,United Kingdom,2018,0.6494754396008184,0.6730312374018561,0.38273036554749335,0.5684874389675912,0.702064503830151,0.8821500842066575,0.4762386248736097,0.7734583517680254
OHIO STATE UNIVERSITY,United States,2018,0.596997222893149,0.4537767667427973,0.6591332771778682,0.6097769372860353,0.6536636976847582,0.6080186240972131,0.7745197168857432,0.7111588729470982
ZHEJIANG UNIVERSITY,China,2018,0.6599279909300901,0.2759849853735797,0.3044609871072269,0.7211916361340875,0.7194204931928491,0.3876434955505916,0.3650151668351871,0.8125224718580221
TRINITY COLLEGE DUBLIN (TCD),Ireland,2018,0.5973482746974749,0.7065982460749688,0.24304397910851303,0.6643019316403607,0.6724845607569815,0.9368124490512074,0.29929221435793724,0.8395242469591463
RICE UNIVERSITY,United States,2018,0.30408332957795003,0.6744029984079924,0.7602716195033562,0.7884409116421109,0.40274714412263574,0.8747330653899815,0.8372093023255816,0.7898882915730632
KOREA UNIVERSITY,South Korea,2018,0.7517978148979926,0.2275938058052225,0.6911238570783044,0.43252164238107044,0.7557067304892251,0.26817944126649396,0.8260869565217391,0.5344757033261369
UNIVERSITY OF ALBERTA,Canada,2018,0.5567333517259808,0.6633886120583576,0.48167635302823275,0.6339871136012982,0.6187407875542744,0.8732596944764581,0.5611729019211324,0.780781074785071
UNIVERSITY OF ST ANDREWS,United Kingdom,2018,0.4442211408231921,0.770791967402759,0.6214359937786317,0.6513637424908967,0.5130205153788574,0.9898258169524202,0.7168857431749243,0.7709868673246898
PENNSYLVANIA STATE UNIVERSITY,United States,2018,0.6996996369373232,0.18160788305016648,0.22442976617933655,0.7353133069981094,0.7550418359359289,0.2662084496263372,0.24165824064711824,0.8223068064172
THE UNIVERSITY OF WESTERN AUSTRALIA (UWA),Australia,2018,0.5931486951828385,0.6379366778528992,0.18915613682324642,0.7213855834290231,0.6785171186157,0.8568324047753597,0.23862487360970672,0.8724082960126747
LOMONOSOV MOSCOW STATE UNIVERSITY ,Russia,2018,0.7707085225176199,0.23893409653324454,0.841403899822145,0.36738785802702195,0.7768755081583166,0.29250883456444743,0.9969666329625886,0.4747128188079959
THE HONG KONG POLYTECHNIC UNIVERSITY,Hong Kong,2018,0.5523697676524614,0.6847081080107355,0.486857392628878,0.6188610937027375,0.6190617910385641,0.895397845555429,0.5753286147623862,0.7534513862118637
UNIVERSITY OF SCIENCE AND TECHNOLOGY OF CHINA,China,2018,0.49853280095919317,0.06742253276035885,0.6246730726453792,0.7939756825292565,0.5428630540025267,0.08633349989072686,0.672396359959555,0.7292214350038199
"KTH, ROYAL INSTITUTE OF TECHNOLOGY",Sweden,2018,0.5982465296089966,0.479678797237503,0.5043974195651619,0.6535365141743223,0.6585050046787103,0.6361966070340414,0.6208291203235591,0.7780506325344652
UNIVERSITY OF GENEVA,Switzerland,2018,0.41991372293751295,0.7546555585310649,0.48816122292023895,0.7564753927157638,0.5125404071706622,0.9941887691975239,0.5460060667340748,0.8580228431376946
WASHINGTON UNIVERSITY IN ST. LOUIS,United States,2018,0.3381560794998082,0.45139839260577075,0.9116105765682405,0.8086313224003656,0.4205515837919657,0.5978333002598122,0.9959555106167843,0.7963764585923382
UNIVERSITY OF LEEDS,United Kingdom,2018,0.6466360843156556,0.6194951284986209,0.3833243001133486,0.553637488021739,0.6823860320190539,0.8018564161737881,0.4641051567239636,0.7338428985240504
UNIVERSITY OF HELSINKI,Finland,2018,0.5831577707227498,0.21711014035410814,0.7319804948517746,0.6570592568454031,0.6199213007970106,0.2954680918747058,0.8321536905965623,0.6857200348527653
UNIVERSITY OF SOUTHAMPTON,United Kingdom,2018,0.49477492743749224,0.7214031269402308,0.5424026618517112,0.6585903376282221,0.5572995968737643,0.9399626995774845,0.6218402426693631,0.8025909677916089
EINDHOVEN UNIVERSITY OF TECHNOLOGY,Netherlands,2018,0.4392836579633904,0.5349416124869013,0.7867075735615339,0.671317907309971,0.5218059480068656,0.6953822238937882,0.9302325581395348,0.6868267517388468
PURDUE UNIVERSITY,United States,2018,0.5954541388980533,0.6453742390591235,0.25740271201580833,0.6469200224254995,0.6481340004189805,0.8475545093763187,0.3083923154701719,0.7994587305854429
YONSEI UNIVERSITY,South Korea,2018,0.7372957827793108,0.20769215074171302,0.6701051760126959,0.4476696061139123,0.7260003961366631,0.23349744857788113,0.7937310414560161,0.5483964266142761
"KIT, KARLSRUHER INSTITUT F?R TECHNOLOGIE",Germany,2018,0.6381558456003609,0.4452646695557389,0.3788556173243377,0.6262933471599974,0.6775378829989135,0.5772967517251423,0.4641051567239636,0.7610287241148481
SUNGKYUNKWAN UNIVERSITY,South Korea,2018,0.7327195801043319,0.20144842191084217,0.7067631161403085,0.4362236561825864,0.7214674403363507,0.22058700818564966,0.8493427704752274,0.5313400678307221
LEIDEN UNIVERSITY,Netherlands,2018,0.5408053657369463,0.3669026054003372,0.31422815060125225,0.7732089981568807,0.5956363965024454,0.4974965189490071,0.32962588473205257,0.8090385284601143
THE UNIVERSITY OF ADELAIDE,Australia,2018,0.540569909908155,0.7441487073603269,0.25183851108391664,0.6454349683724102,0.5861779178249095,0.961346746205024,0.27704752275025274,0.7948958852557721
UTRECHT UNIVERSITY,Netherlands,2018,0.5279070501781984,0.25492264278166754,0.39078071588265656,0.8080542155518986,0.5828799922967318,0.3566790705568099,0.4115267947421637,0.8131968104005256
UPPSALA UNIVERSITY,Sweden,2018,0.5453022598694519,0.42634760173187536,0.4310485546134025,0.6886172764291841,0.5819636302133218,0.5532796074908204,0.45601617795753285,0.7533243141325072
UNIVERSITY OF GRONINGEN,Netherlands,2018,0.412896720752249,0.7342736565120497,0.5949525392129533,0.6843626540841342,0.46824777683398666,0.9455690265240974,0.6491405460060667,0.7751390716129869
NANJING UNIVERSITY,China,2018,0.5709997181895499,0.309721708962582,0.21160904622589277,0.7914335777901864,0.6211139592729175,0.42277710972343474,0.22952477249747216,0.8347874894152291
UNIVERSITI MALAYA (UM),Malaysia,2018,0.5507776603028267,0.4908992340865134,0.7665145565939667,0.5455475330851065,0.5695624873195417,0.6202237495936822,0.8766430738119312,0.636765737340201
NAGOYA UNIVERSITY,Japan,2018,0.5507578276365951,0.14281652964716995,0.848144768820137,0.6298639193473176,0.5533884944199774,0.16668014294916408,0.9342770475227502,0.6348863333929339
TECHNICAL UNIVERSITY OF DENMARK,Denmark,2018,0.35384431903714525,0.6803223728053073,0.8724006526202267,0.6713338578396417,0.42293933832771186,0.8677662729009028,0.9979777553083923,0.7036538401869381
"UNIVERSITY OF CALIFORNIA, DAVIS (UCD)",United States,2018,0.583975165675649,0.2730934297736652,0.3423299431604391,0.7374401609971623,0.6203133369975138,0.36789730507656765,0.3538928210313448,0.7764385016437644
AARHUS UNIVERSITY,Denmark,2018,0.5082251862013134,0.41170038258344377,0.3186757876442611,0.7607330820378546,0.5476842341985642,0.5373694502459744,0.33569261880687556,0.7992056835833938
HUMBOLDT-UNIVERSIT?T ZU BERLIN,Germany,2018,0.7239735906214984,0.368576125673116,0.11702016297257951,0.5330074092817848,0.7140970154860744,0.4585031538842254,0.12639029322548023,0.6280708794120559
UNIVERSIDADE DE S?O PAULO (USP),Brazil,2018,0.9080725730977058,0.04658534558973214,0.23980920114158105,0.48496985235905105,0.8893869284102708,0.055282657038671405,0.30637007077856415,0.6280325091026469
HOKKAIDO UNIVERSITY,Japan,2018,0.5676312429493909,0.12837204631942864,0.7728131972053689,0.6136441463403486,0.5526113637750922,0.1372559949975606,0.8483316481294236,0.6221194165289293
UNIVERSIDAD NACIONAL AUT?NOMA DE M?XICO (UNAM),Mexico,2018,0.9254003278299243,0.05568764115614728,0.40203135601917556,0.3921296356528526,0.892760703223575,0.05619985157346201,0.5035389282103134,0.5379106816160485
WAGENINGEN UNIVERSITY,Netherlands,2018,0.37052531879505113,0.4993780598467478,0.9051678150028034,0.6829126355334038,0.40208415886790516,0.6167292227909429,0.9787664307381194,0.7046729442122296
FREIE UNIVERSIT?T BERLIN,Germany,2018,0.6426215147620578,0.4414769989542373,0.07844260977050758,0.5903319717241082,0.6434805107244725,0.549711178313019,0.06167846309403432,0.6537813312005946
UNIVERSITY OF GHENT,Belgium,2018,0.51529509549471,0.2667695797854434,0.6279272605227931,0.7263834976844756,0.545509591530155,0.3500914332600176,0.6905965621840243,0.7481810114260633
QUEEN MARY UNIVERSITY OF LONDON (QMUL),United Kingdom,2018,0.44679832970372535,0.7787573948719064,0.5439608812190675,0.6284441663149836,0.47869610881631025,0.988240935824472,0.6056622851365016,0.7586421965021423
KYUSHU UNIVERSITY,Japan,2018,0.5499279848411585,0.1627959213764026,0.8257470408884996,0.5917874668919729,0.5291977158270963,0.17363856449844495,0.9100101112234579,0.6023810404358225
"UNIVERSITY OF MARYLAND, COLLEGE PARK",United States,2018,0.4402862195636527,0.22113979134806205,0.5424645705691165,0.8376494666853186,0.47541753391648267,0.2901558974187385,0.5449949443882709,0.8111723425998526
UNIVERSIT? DE MONTR?AL ,Canada,2018,0.5759269700133326,0.6681321422200555,0.2042577435547427,0.6146214546030115,0.5934521011809383,0.8492118772594535,0.23154701718907986,0.7640762564108275
UNIVERSIT? PIERRE ET MARIE CURIE (UPMC),France,2018,0.5090059239675327,0.2994389621371149,0.3458993612473573,0.7514186293194471,0.5288570483528715,0.3696313451847879,0.3377148634984833,0.7612557462617378
UNIVERSITY OF SOUTHERN CALIFORNIA,United States,2018,0.5992406170168897,0.4698451541864505,0.2500896327502436,0.6839537699094025,0.6369659410468905,0.6049617876756174,0.2699696663296259,0.7980642687241453
CHALMERS UNIVERSITY OF TECHNOLOGY,Sweden,2018,0.5501278056207322,0.509186628507329,0.4971188081030043,0.6013580559242767,0.5770140201377428,0.6323856456977717,0.6006066734074823,0.6836663637666145
"UNIVERSITY OF CALIFORNIA, SANTA BARBARA (UCSB)",United States,2018,0.40916451945115634,0.2502525890068116,0.16062519637225056,0.8839821374118104,0.4398513625473658,0.3158457357959152,0.08190091001011117,0.7774366669847643
LANCASTER UNIVERSITY,United Kingdom,2018,0.4176936877116115,0.7547851763285283,0.4248599277568493,0.6753142532720595,0.44710207645964184,0.9469922127253192,0.45601617795753285,0.7736399099781077
UNIVERSITY OF YORK,United Kingdom,2018,0.45606672000885357,0.6129103588607986,0.5257195909682097,0.6831854174630331,0.48250578775274955,0.7775479297620865,0.5844287158746208,0.7770100377949823
AALTO UNIVERSITY,Finland,2018,0.4738161519708109,0.4656593401821634,0.5712759869511443,0.7099766181961049,0.5089545786071433,0.5966707627900447,0.647118301314459,0.7654422618531627
CARDIFF UNIVERSITY,United Kingdom,2018,0.5151925550181071,0.6025584829860483,0.5053087716418875,0.5978248512814421,0.5225874307271907,0.7518803934277948,0.5611729019211324,0.710644632670135
